,GCA_018363095.1,GCA_005864085.1,GCA_019107585.1,GCA_007989685.1,GCA_002091995.1,GCA_008868595.1,GCA_032466035.1,GCA_032466055.1,GCA_002091975.1,GCA_015476095.1,GCA_001013375.1,GCA_037901485.1,GCA_034477985.1,GCA_028878205.1,GCA_002192215.1,GCA_030217405.1,GCA_030217425.1,GCA_030233995.1,GCA_030224725.1,GCA_000784405.1,GCA_000784375.1,GCA_000735255.1,GCA_030227945.1,GCA_028578945.1,GCA_000311945.1,GCA_000311965.1,GCA_000026525.1,GCA_959021285.1,GCA_028578865.1,GCA_026427555.1,GCA_025190495.1,GCA_036453305.1,GCA_025190605.1,GCA_030480425.1,GCA_024329385.1,GCA_024329345.1,GCA_022643065.1,GCA_022643295.1,GCA_022483205.1,GCA_030215365.1,GCA_024329605.1,GCA_030224505.1,GCA_030361365.1,GCA_030361125.1,GCA_025190575.1
Cluster_20763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20778,,,,,,,,,,,,,,,,,,,,LOBNDOLK_00216,GANNJBHO_00804,EBGMPJNB_01268,,,NPDEIGMH_01403,EIOCMOGA_01296,,,,HMJBHEOA_00951,,,,,,,,,,,,,,,
Cluster_20779,,,,,,,,,,,,,,,,,,,,LOBNDOLK_00582,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20780,BHCLOOGN_02065,,IIKIHFAM_01863,,,PDJJOHAK_01575,AKAFKHIB_02654,PGEKGLPN_02657,,,NJFOCKPD_00657,,,BKFCMFHA_01853,NFOMCPMJ_02720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20781,BHCLOOGN_01042,IHIOCCOG_00553,IIKIHFAM_00967,,,PDJJOHAK_01058,AKAFKHIB_00660,PGEKGLPN_00664,,HLIHONLB_02723,NJFOCKPD_01074,IHKNOHDK_00600,,BKFCMFHA_02802,NFOMCPMJ_00663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20782,BHCLOOGN_01546,IHIOCCOG_02519,IIKIHFAM_01356,,,PDJJOHAK_00659,AKAFKHIB_00261,PGEKGLPN_00264,,HLIHONLB_02350,NJFOCKPD_01636,IHKNOHDK_00232,,BKFCMFHA_00341,NFOMCPMJ_00262,EJFCCNNF_00591,FMALMFID_02496,CFEINHNO_02329,FGPAAJEO_02497,LOBNDOLK_02203,GANNJBHO_02318,EBGMPJNB_00716,FBEJMFCP_01639,OLANGPCD_00997,NPDEIGMH_00003,EIOCMOGA_02151,LIFHEJKG_00286,CKJAHOFL_01381,JBBKAFNK_00983,HMJBHEOA_00302,,,,,,,,,,,,,,,
Cluster_20783,,IHIOCCOG_01923,,,,,,,,HLIHONLB_01521,NJFOCKPD_01754,IHKNOHDK_02296,,BKFCMFHA_02515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20784,BHCLOOGN_02845,IHIOCCOG_01632,IIKIHFAM_02639,,,PDJJOHAK_00128,AKAFKHIB_01844,PGEKGLPN_01848,,HLIHONLB_01127,NJFOCKPD_02029,IHKNOHDK_01905,,BKFCMFHA_00684,NFOMCPMJ_01910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20785,BHCLOOGN_00573,IHIOCCOG_02453,IIKIHFAM_00512,,,PDJJOHAK_02638,AKAFKHIB_01189,PGEKGLPN_01193,,HLIHONLB_00441,NJFOCKPD_02435,IHKNOHDK_01221,,BKFCMFHA_01074,NFOMCPMJ_01253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20786,BHCLOOGN_00349,IHIOCCOG_02709,IIKIHFAM_00288,,,PDJJOHAK_02629,AKAFKHIB_01414,PGEKGLPN_01418,,HLIHONLB_00710,NJFOCKPD_02662,IHKNOHDK_01488,,BKFCMFHA_01297,NFOMCPMJ_01479,EJFCCNNF_02123,FMALMFID_02349,CFEINHNO_00035,FGPAAJEO_00918,LOBNDOLK_00690,GANNJBHO_00306,EBGMPJNB_00236,FBEJMFCP_00190,OLANGPCD_01447,NPDEIGMH_00709,EIOCMOGA_00229,LIFHEJKG_01495,CKJAHOFL_00353,JBBKAFNK_01435,HMJBHEOA_01493,,,,,,,,,,,,,,,
Cluster_20787,,,,ONPGDHNE_00226,MANDJAGJ_01628,,,,JJJNDLKA_00886,,,,OIFGLBJI_02448,,,,,,,,,,,,,,,,,,LNBPODHI_02176,AKEABECF_01600,MACPCDBC_00805,DOMIIDFN_01603,BOLAJOOM_01376,FDANMOFE_01432,GPGJGKIO_00031,DIEEFLKM_00032,LNDNMBPH_00780,HIPACNKA_00060,FCHFEHCH_01442,MJBJNIEB_02500,DKEEAECG_00439,MILOBOJJ_00887,KIINLOME_02726
Cluster_20788,,,,ONPGDHNE_00908,MANDJAGJ_01544,,,,JJJNDLKA_01345,,,,OIFGLBJI_01682,,,,,,,,,,,,,,,,,,LNBPODHI_00734,AKEABECF_01931,MACPCDBC_01728,DOMIIDFN_00806,BOLAJOOM_00353,FDANMOFE_00359,GPGJGKIO_01964,DIEEFLKM_01971,LNDNMBPH_02827,HIPACNKA_00219,FCHFEHCH_00267,MJBJNIEB_00156,DKEEAECG_00726,MILOBOJJ_01035,KIINLOME_01502
Cluster_20789,,,,ONPGDHNE_01120,MANDJAGJ_01198,,,,JJJNDLKA_01674,,,,OIFGLBJI_01982,,,,,,,,,,,,,,,,,,LNBPODHI_00619,AKEABECF_00329,MACPCDBC_02327,DOMIIDFN_01049,BOLAJOOM_00728,FDANMOFE_00729,GPGJGKIO_00668,DIEEFLKM_00669,LNDNMBPH_00233,HIPACNKA_00309,FCHFEHCH_00705,MJBJNIEB_01855,DKEEAECG_01438,MILOBOJJ_00396,KIINLOME_00744
Cluster_20790,,,,ONPGDHNE_00769,MANDJAGJ_01065,,,,JJJNDLKA_02487,,,,OIFGLBJI_00858,,,,,,,,,,,,,,,,,,LNBPODHI_02603,AKEABECF_00210,MACPCDBC_01001,DOMIIDFN_02683,BOLAJOOM_02479,FDANMOFE_02508,GPGJGKIO_00914,DIEEFLKM_00916,LNDNMBPH_01948,HIPACNKA_00822,FCHFEHCH_02349,MJBJNIEB_00303,DKEEAECG_00117,,KIINLOME_00035
Cluster_20791,BHCLOOGN_00811,IHIOCCOG_01291,IIKIHFAM_00746,,,PDJJOHAK_01933,AKAFKHIB_00948,PGEKGLPN_00953,,HLIHONLB_00209,NJFOCKPD_02214,IHKNOHDK_00990,,BKFCMFHA_02232,NFOMCPMJ_00962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20792,BHCLOOGN_02731,IHIOCCOG_00294,IIKIHFAM_02523,,,PDJJOHAK_00240,AKAFKHIB_01955,PGEKGLPN_01960,,HLIHONLB_01241,NJFOCKPD_00127,IHKNOHDK_02018,,BKFCMFHA_00789,NFOMCPMJ_02022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20793,BHCLOOGN_overlap_18,IHIOCCOG_00940,IIKIHFAM_overlap_5,,,PDJJOHAK_overlap_3,AKAFKHIB_overlap_3,PGEKGLPN_overlap_3,,HLIHONLB_00467,NJFOCKPD_overlap_4,IHKNOHDK_01247,,BKFCMFHA_overlap_13,NFOMCPMJ_overlap_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20794,,,,,,,,,,,,,,BKFCMFHA_00184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACPCDBC_00313,,,,,,,,,,,,
Cluster_20796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIINLOME_01063
Cluster_20800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOMIIDFN_overlap_65,,,,,,,,,,,
Cluster_20802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOMIIDFN_overlap_66,,,,,,HIPACNKA_overlap_29,,MJBJNIEB_overlap_24,,,
Cluster_20803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNBPODHI_refound_56,,,DOMIIDFN_overlap_67,,FDANMOFE_refound_53,,,LNDNMBPH_overlap_46,,,,,MILOBOJJ_overlap_38,
Cluster_20805,,,,ONPGDHNE_refound_39,MANDJAGJ_refound_52,,,,JJJNDLKA_refound_90,,,,OIFGLBJI_refound_4_stop,,,,,,,,,,,,,,,,,,LNBPODHI_refound_57,,,DOMIIDFN_refound_6,,,,,,HIPACNKA_refound_33,,,DKEEAECG_refound_20,MILOBOJJ_refound_26_stop,KIINLOME_refound_32
Cluster_20806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKEABECF_00945,,,,,,,,,,,,,
Cluster_20808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILOBOJJ_00026,
Cluster_20812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNBPODHI_frag_01811_01812,,,,,,,,,,,,,,
Cluster_20813,,,,ONPGDHNE_refound_40,,,,,,,NJFOCKPD_refound_8,,,BKFCMFHA_refound_5,,,,,,,,EBGMPJNB_overlap_12,,,,,LIFHEJKG_overlap_24,,,,,,,,,,,,,,,,,,KIINLOME_refound_33
Cluster_20814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDANMOFE_01976,,,,,FCHFEHCH_01956,,,,
Cluster_20825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDANMOFE_02915,,,,,,,,,
Cluster_20827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKEEAECG_02545,,
Cluster_20828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOMIIDFN_overlap_68,,,,,LNDNMBPH_overlap_47,,,,,,
Cluster_20839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20849,,,,,,,,,,,,,,,,EJFCCNNF_00763,FMALMFID_02379,CFEINHNO_00637,FGPAAJEO_00139,LOBNDOLK_01777,,EBGMPJNB_00890,FBEJMFCP_01255,OLANGPCD_02600,NPDEIGMH_01192,EIOCMOGA_01136,LIFHEJKG_02626,CKJAHOFL_00047,JBBKAFNK_00529,HMJBHEOA_02613,,,,,,,,,,,,,,,
Cluster_20850,,,,,,,,,,,,,,,,EJFCCNNF_00176,,,,,GANNJBHO_02136,,,OLANGPCD_00337,,,LIFHEJKG_00081,CKJAHOFL_01342,JBBKAFNK_02703,HMJBHEOA_00094,,,,,,,,,,,,,,,
Cluster_20851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20852,,,,,,,,,,,,,,,,EJFCCNNF_01967,FMALMFID_01652,CFEINHNO_00390,FGPAAJEO_01789,LOBNDOLK_02584,GANNJBHO_02679,EBGMPJNB_01418,FBEJMFCP_01323,OLANGPCD_02664,NPDEIGMH_00393,EIOCMOGA_00810,LIFHEJKG_00716,CKJAHOFL_01728,JBBKAFNK_02529,HMJBHEOA_00723,,,,,,,,,,,,,,,
Cluster_20853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HMJBHEOA_00366,,,,,,,,,,,,,,,
Cluster_20854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20875,BHCLOOGN_01696,IHIOCCOG_02095,IIKIHFAM_01501,ONPGDHNE_02769,MANDJAGJ_00055,PDJJOHAK_01267,AKAFKHIB_00116,PGEKGLPN_00116,JJJNDLKA_00062,HLIHONLB_02177,NJFOCKPD_00323,IHKNOHDK_00058,OIFGLBJI_01147,BKFCMFHA_02036,NFOMCPMJ_00116,EJFCCNNF_02132,FMALMFID_01568,CFEINHNO_02368,FGPAAJEO_02194,LOBNDOLK_02057,GANNJBHO_02170,EBGMPJNB_02107,FBEJMFCP_00587,OLANGPCD_00376,NPDEIGMH_01739,EIOCMOGA_00684,LIFHEJKG_00120,CKJAHOFL_02576,JBBKAFNK_02664,HMJBHEOA_00124,LNBPODHI_01518,AKEABECF_02366,MACPCDBC_01334,DOMIIDFN_00108,BOLAJOOM_01250,FDANMOFE_01695,GPGJGKIO_02215,DIEEFLKM_02241,LNDNMBPH_02233,HIPACNKA_01356,FCHFEHCH_01220,MJBJNIEB_00952,DKEEAECG_00989,MILOBOJJ_01995,KIINLOME_01251
Cluster_20876,,,,,,,,,,,NJFOCKPD_01514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20877,BHCLOOGN_01519,IHIOCCOG_00853,IIKIHFAM_01329,,,PDJJOHAK_00688,AKAFKHIB_00290,PGEKGLPN_00293,,HLIHONLB_02375,NJFOCKPD_01609,IHKNOHDK_00256,,BKFCMFHA_00367,NFOMCPMJ_00291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20878,BHCLOOGN_00871,IHIOCCOG_00706,IIKIHFAM_00805,ONPGDHNE_00490,MANDJAGJ_01822,PDJJOHAK_01995,AKAFKHIB_00886,PGEKGLPN_00892,JJJNDLKA_02931,HLIHONLB_frag_00128_00129,NJFOCKPD_02151,IHKNOHDK_00910,OIFGLBJI_01914,BKFCMFHA_02173,NFOMCPMJ_00900,EJFCCNNF_00084,FMALMFID_00917,CFEINHNO_01285,FGPAAJEO_01199,LOBNDOLK_00153,GANNJBHO_00866,EBGMPJNB_01344,FBEJMFCP_00818,,,,LIFHEJKG_00948,CKJAHOFL_00271,,HMJBHEOA_00887,LNBPODHI_02376,AKEABECF_00398,MACPCDBC_02256,DOMIIDFN_00981,BOLAJOOM_00797,FDANMOFE_00798,GPGJGKIO_00606,DIEEFLKM_00607,LNDNMBPH_00165,HIPACNKA_00675,FCHFEHCH_00774,MJBJNIEB_00026,DKEEAECG_01291,MILOBOJJ_00326,KIINLOME_00828
Cluster_20879,,,,,,PDJJOHAK_01895,,,,,NJFOCKPD_02248,,,,NFOMCPMJ_01000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20880,BHCLOOGN_00471,IHIOCCOG_00012,IIKIHFAM_00410,ONPGDHNE_00353,MANDJAGJ_00747,PDJJOHAK_02510,AKAFKHIB_01295,PGEKGLPN_01299,JJJNDLKA_00760,HLIHONLB_00550,NJFOCKPD_02538,IHKNOHDK_01329,OIFGLBJI_02313,BKFCMFHA_01177,NFOMCPMJ_01359,EJFCCNNF_02036,FMALMFID_00969,CFEINHNO_02570,FGPAAJEO_01042,LOBNDOLK_00570,GANNJBHO_00429,EBGMPJNB_00517,FBEJMFCP_00663,OLANGPCD_02170,NPDEIGMH_00962,EIOCMOGA_00305,LIFHEJKG_01368,CKJAHOFL_00634,JBBKAFNK_02165,HMJBHEOA_01335,LNBPODHI_02053,AKEABECF_02245,MACPCDBC_00193,DOMIIDFN_01471,BOLAJOOM_02255,FDANMOFE_02308,GPGJGKIO_00158,DIEEFLKM_00159,LNDNMBPH_00653,HIPACNKA_01496,FCHFEHCH_02178,MJBJNIEB_00975,DKEEAECG_00311,MILOBOJJ_00699,KIINLOME_02600
Cluster_20881,,,,ONPGDHNE_02043,MANDJAGJ_00229,,,,JJJNDLKA_00230,,,,OIFGLBJI_00915,,,,,,,,,,,,,,,,,,LNBPODHI_02538,AKEABECF_00152,MACPCDBC_00272,DOMIIDFN_02759,BOLAJOOM_01970,FDANMOFE_02016,GPGJGKIO_02556,DIEEFLKM_02583,LNDNMBPH_02009,,FCHFEHCH_01975,,DKEEAECG_00191,MILOBOJJ_02286,KIINLOME_00144
Cluster_20882,,,,ONPGDHNE_01778,MANDJAGJ_00650,,,,JJJNDLKA_00661,,,,OIFGLBJI_02216,,,,,,,,,,,,,,,,,,LNBPODHI_01951,AKEABECF_01970,MACPCDBC_00097,DOMIIDFN_01369,BOLAJOOM_02358,FDANMOFE_02412,GPGJGKIO_00260,DIEEFLKM_00261,LNDNMBPH_00551,HIPACNKA_02717,FCHFEHCH_02075,MJBJNIEB_02877,DKEEAECG_01897,MILOBOJJ_01613,KIINLOME_02501
Cluster_20883,BHCLOOGN_00150,IHIOCCOG_00621,IIKIHFAM_00091,ONPGDHNE_00017,MANDJAGJ_02195,PDJJOHAK_02338,AKAFKHIB_01623,PGEKGLPN_01627,JJJNDLKA_02011,HLIHONLB_00929,,IHKNOHDK_01707,OIFGLBJI_02667,BKFCMFHA_01517,NFOMCPMJ_01688,,,,,,,,,,,,,,,,LNBPODHI_00115,AKEABECF_01290,MACPCDBC_01907,DOMIIDFN_01815,BOLAJOOM_02609,FDANMOFE_02710,GPGJGKIO_00466,DIEEFLKM_00467,LNDNMBPH_00988,HIPACNKA_01952,FCHFEHCH_02440,MJBJNIEB_00803,DKEEAECG_00640,MILOBOJJ_01548,KIINLOME_00551
Cluster_20884,,,,,MANDJAGJ_01466,,,,JJJNDLKA_02674,,,,,,,,,,,,,,,,,,,,,,,,,,BOLAJOOM_01672,FDANMOFE_01621,,,,,FCHFEHCH_01673,,,,KIINLOME_01634
Cluster_20886,BHCLOOGN_01434,,IIKIHFAM_01245,,,PDJJOHAK_00773,AKAFKHIB_00375,PGEKGLPN_00379,,,,,,,NFOMCPMJ_00377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20887,,IHIOCCOG_00982,,,,,,,,,,,,,NFOMCPMJ_00774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20888,,,,,,,,,,,,,,,NFOMCPMJ_00795,,,CFEINHNO_00978,,LOBNDOLK_00050,GANNJBHO_00968,,,OLANGPCD_01487,,,LIFHEJKG_00842,,JBBKAFNK_01469,,,,,,,,GPGJGKIO_02034,DIEEFLKM_02041,LNDNMBPH_00055,,,,DKEEAECG_02542,MILOBOJJ_00015,
Cluster_20889,,,,,,PDJJOHAK_00205,AKAFKHIB_01920,PGEKGLPN_01925,,,,,,,NFOMCPMJ_01987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20892,,,,ONPGDHNE_00803,,,,,,,,,,,,,,,,,,,,,,,,,,,LNBPODHI_02632,AKEABECF_00239,MACPCDBC_00972,DOMIIDFN_02646,BOLAJOOM_02449,FDANMOFE_02538,GPGJGKIO_00883,DIEEFLKM_00885,LNDNMBPH_01917,HIPACNKA_00793,FCHFEHCH_02319,MJBJNIEB_00274,DKEEAECG_00083,,
Cluster_20893,,,,ONPGDHNE_02011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20894,BHCLOOGN_00324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20896,BHCLOOGN_00775,,IIKIHFAM_00712,,,,AKAFKHIB_00986,PGEKGLPN_00991,,,,,,BKFCMFHA_02295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20897,,,,ONPGDHNE_refound_41,MANDJAGJ_refound_53,,,,JJJNDLKA_refound_91,,,,OIFGLBJI_refound_5,,,,,,,,,,,,,,,,,,LNBPODHI_refound_59,AKEABECF_refound_11,,DOMIIDFN_refound_7,BOLAJOOM_refound_24,FDANMOFE_refound_54,GPGJGKIO_refound_5,DIEEFLKM_refound_5,LNDNMBPH_refound_4,HIPACNKA_refound_34,FCHFEHCH_refound_20,MJBJNIEB_refound_45,DKEEAECG_refound_21,MILOBOJJ_refound_27,KIINLOME_refound_34
Cluster_20899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNBPODHI_refound_60,,,DOMIIDFN_01982,,,,,,,,,,,KIINLOME_refound_35
Cluster_20905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20906,,,,,,,,,,,,,,,,,,,,,,EBGMPJNB_02137,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20909,,,,ONPGDHNE_refound_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLAJOOM_overlap_37,FDANMOFE_overlap_30,,,,,FCHFEHCH_overlap_33,,,,
Cluster_20914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNBPODHI_01622,,,,,,,,,,,,,,
Cluster_20916,,,,,,,,,,,,,OIFGLBJI_overlap_38_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLAJOOM_02207,FDANMOFE_02265,,,,,,,,,
Cluster_20925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_20929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
